現チーム,選手名,年俸,SS,守備,数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国人,地域,2020年打席あり,2019年打席あり,2018年打席あり,2020打率,2020試合,2020打席数,2020打数,2020得点,2020安打,2020二塁打,2020三塁打,2020本塁打,2020塁打,2020打点,2020盗塁,2020盗塁刺,2020犠打,2020犠飛,2020四球,2020敬遠,2020死球,2020三振,2020併殺打,2020出塁率,2020長打率,2019打率,2019試合,2019打席数,2019打数,2019得点,2019安打,2019二塁打,2019三塁打,2019本塁打,2019塁打,2019打点,2019盗塁,2019盗塁刺,2019犠打,2019犠飛,2019四球,2019敬遠,2019死球,2019三振,2019併殺打,2019出塁率,2019長打率,2018打率,2018試合,2018打席数,2018打数,2018得点,2018安打,2018二塁打,2018三塁打,2018本塁打,2018塁打,2018打点,2018盗塁,2018盗塁刺,2018犠打,2018犠飛,2018四球,2018敬遠,2018死球,2018三振,2018併殺打,2018出塁率,2018長打率
ソフトバンク,デスパイネ,"400,000,000",1,外野手,8,34,1986/6/17,175,95,不明,右右,キューバ,1,海外,1,1,1,0.224,25,97,85,9,19,1,0,6,38,12,0,0,0,0,12,1,0,11,5,0.32,0.447,0.259,130,519,448,61,116,9,0,36,233,88,0,1,0,3,63,1,5,119,6,0.355,0.52,0.238,116,469,407,62,97,15,1,29,201,74,0,0,0,3,55,4,4,93,13,0.333,0.494
ソフトバンク,千賀　滉大,"400,000,000",1,投手,11,28,1993/1/30,187,89,A,右左,愛知,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,グラシアル,"350,000,000",1,内野手,4,35,1985/10/14,187,95,不明,右右,キューバ,1,海外,1,1,1,0.277,69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,2,3,62,2,0.326,0.441,0.319,103,410,373,61,119,17,1,28,222,68,4,3,4,4,22,1,7,84,10,0.365,0.595,0.292,54,202,185,29,54,6,1,9,89,30,1,0,0,1,15,0,1,34,8,0.347,0.481
ソフトバンク,今宮　健太,"290,000,000",1,内野手,12,29,1991/7/15,172,76,O,右右,大分,0,九州・沖縄,1,1,1,0.268,43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,1,0,22,2,0.285,0.445,0.256,106,426,383,44,98,15,0,14,155,41,4,5,7,1,32,2,3,67,3,0.317,0.405,0.266,99,405,354,45,94,18,1,11,147,45,5,4,22,2,25,2,2,60,5,0.316,0.415
ソフトバンク,中村　晃,"240,000,000",1,外野手,14,31,1989/11/5,175,83,O,左左,埼玉,0,関東,1,1,1,0.271,100,413,362,43,98,13,2,6,133,50,0,0,3,6,39,0,3,47,4,0.341,0.367,0.245,44,159,139,10,34,3,1,3,48,11,0,0,3,1,15,0,1,13,0,0.321,0.345,0.292,136,580,506,57,148,28,1,14,220,57,1,1,3,6,60,4,5,68,5,0.369,0.435
ソフトバンク,甲斐　拓也,"165,000,000",1,捕手,11,28,1992/11/5,170,85,O,右右,大分,0,九州・沖縄,1,1,1,0.211,104,360,289,44,61,15,0,11,109,33,4,4,22,3,43,0,3,80,7,0.317,0.377,0.26,137,454,377,42,98,15,0,11,146,43,9,4,23,3,50,0,1,114,9,0.346,0.387,0.213,133,363,314,27,67,13,1,7,103,37,2,1,23,0,26,0,0,79,6,0.274,0.328
ソフトバンク,モイネロ,"150,000,000",1,投手,5,25,1995/12/8,178,69,不明,左左,キューバ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,和田　毅,"150,000,000",1,投手,15,40,1981/2/21,179,80,O,左左,島根,0,中国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,嘉弥真　新也,"140,000,000",1,投手,10,31,1989/11/23,172,71,O,左左,沖縄,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,スチュワート・ジュニア,"110,000,000",1,投手,3,21,1999/11/2,198,101,不明,右右,アメリカ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,マルティネス,"100,000,000",1,投手,4,30,1990/8/5,185,90,不明,右左,アメリカ,1,海外,0,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.125,6,8,8,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0,0.125,0.25,0.18,19,66,61,7,11,4,0,2,21,5,1,0,0,0,5,0,0,27,0,0.242,0.344
ソフトバンク,レイ,"100,000,000",1,投手,1,30,1990/7/1,196,106,不明,右右,アメリカ,1,海外,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,東浜　巨,"90,000,000",1,投手,9,30,1990/6/20,182,80,A,右右,沖縄,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,石川　柊太,"80,000,000",1,投手,8,29,1991/12/27,185,87,O,右右,東京,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,長谷川　勇也,"70,000,000",1,外野手,15,36,1984/12/22,180,86,AB,右左,山形,0,東北,1,1,1,0.224,29,87,76,6,17,5,0,1,25,7,0,0,0,0,10,0,1,18,2,0.322,0.329,0.302,25,54,43,6,13,4,0,3,26,9,1,0,0,2,7,1,2,4,1,0.407,0.605,0.287,55,112,101,15,29,6,0,5,50,20,0,0,0,1,9,3,1,18,3,0.348,0.495
ソフトバンク,川島　慶三,"70,000,000",1,内野手,16,37,1983/10/5,171,74,A,右右,長崎,0,九州・沖縄,1,1,1,0.263,59,162,137,21,36,4,0,4,52,9,0,4,2,0,19,0,4,17,2,0.369,0.38,0.364,47,88,66,14,24,5,1,1,34,8,4,1,2,2,17,0,1,9,3,0.488,0.515,0.268,91,152,142,17,38,5,0,3,52,16,2,0,0,3,7,0,0,31,2,0.296,0.366
ソフトバンク,岩嵜　翔,"68,000,000",1,投手,14,31,1989/10/21,189,85,O,右右,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,高橋　礼,"67,500,000",1,投手,4,25,1995/11/2,188,87,O,右右,千葉,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,明石　健志,"65,000,000",1,内野手,18,35,1986/1/9,175,65,B,右左,北海道,0,北海道,1,1,1,0.253,63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,0,32,1,0.305,0.364,0.248,99,315,282,31,70,12,3,5,103,21,6,2,5,1,26,1,1,66,6,0.313,0.365,0.282,45,115,103,16,29,5,3,1,43,12,2,1,0,0,11,1,1,21,0,0.357,0.417
ソフトバンク,武田　翔太,"60,000,000",1,投手,10,28,1993/4/3,187,90,B,右右,宮崎,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,上林　誠知,"53,500,000",1,外野手,8,25,1995/8/1,185,88,O,右左,埼玉,0,関東,1,1,1,0.181,69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,0,4,39,1,0.25,0.331,0.194,99,286,258,28,50,6,2,11,93,31,10,4,6,1,18,2,3,75,2,0.254,0.36,0.27,143,608,551,88,149,26,14,22,269,62,13,4,17,3,30,4,7,117,2,0.315,0.488
ソフトバンク,栗原　陵矢,"44,000,000",0,捕手,7,24,1996/7/4,178,78,A,右左,福井,0,中部,1,1,1,0.243,118,500,440,52,107,21,3,17,185,73,5,5,11,6,38,0,5,90,7,0.307,0.42,0.231,32,45,39,4,9,0,1,1,14,7,0,0,0,1,3,0,2,10,1,0.311,0.359,0.111,11,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.111,0.111
ソフトバンク,周東　佑京,"40,000,000",0,内野手,4,25,1996/2/10,180,66,A,右左,群馬,0,関東,1,1,0,0.27,103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,0,2,79,2,0.325,0.352,0.196,102,114,102,39,20,3,2,1,30,6,25,5,10,0,2,0,0,27,1,0.212,0.294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,甲斐野　央,"38,000,000",0,投手,3,24,1996/11/16,187,90,A,右左,兵庫,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,牧原　大成,"35,000,000",0,内野手,11,28,1992/10/15,172,72,A,右左,福岡,0,九州・沖縄,1,1,1,0.241,77,180,170,25,41,7,2,1,55,8,6,1,4,2,3,0,1,25,2,0.256,0.324,0.242,114,436,409,37,99,14,2,3,126,27,10,13,12,1,10,0,4,85,2,0.267,0.308,0.317,59,264,249,32,79,12,4,3,108,26,9,3,3,2,8,0,2,33,2,0.341,0.434
ソフトバンク,髙谷　裕亮,"32,000,000",0,捕手,15,39,1981/11/13,178,83,O,右左,栃木,0,関東,1,1,1,0.25,33,62,52,6,13,3,0,2,22,10,0,0,4,0,4,0,2,19,0,0.328,0.423,0.167,55,42,30,2,5,0,0,1,8,1,0,0,7,0,5,0,0,15,0,0.286,0.267,0.173,73,57,52,5,9,1,0,1,13,4,0,0,3,0,1,0,1,11,1,0.204,0.25
ソフトバンク,髙橋　純平,"30,000,000",0,投手,6,23,1997/5/8,184,84,A,右右,岐阜,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,二保　旭,"28,000,000",0,投手,13,30,1990/5/18,182,75,B,右右,福岡,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,泉　圭輔,"28,000,000",0,投手,3,24,1997/3/2,188,76,A,右右,石川,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,椎野　新,"24,000,000",0,投手,4,25,1995/10/10,196,95,A,右右,新潟,0,中部,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,大竹　耕太郎,"24,000,000",0,投手,4,25,1995/6/29,184,78,A,左左,熊本,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,笠谷　俊介,"22,000,000",0,投手,7,24,1997/3/17,173,72,AB,左左,大分,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,髙田　知季,"20,500,000",0,内野手,9,30,1990/5/6,176,68,O,右左,兵庫,0,関西,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.157,93,125,115,6,18,1,0,0,19,10,2,0,6,0,3,0,1,36,1,0.185,0.165,0.188,74,153,133,13,25,3,2,2,38,15,2,0,6,0,12,0,2,36,2,0.265,0.286
ソフトバンク,松本　裕樹,"20,000,000",0,投手,7,24,1996/4/14,182,85,A,右左,神奈川,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,佐藤　直樹,"15,000,000",0,外野手,2,22,1998/9/3,177,87,AB,右右,兵庫,0,関西,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,板東　湧梧,"15,000,000",0,投手,3,25,1995/12/27,182,80,AB,右右,徳島,0,四国,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,川瀬　晃,"15,000,000",0,内野手,6,23,1997/9/15,175,69,B,右左,大分,0,九州・沖縄,1,1,1,0.191,70,164,141,12,27,6,1,0,35,10,2,1,10,1,11,0,1,26,0,0.253,0.248,0.176,29,37,34,1,6,0,0,0,6,1,1,1,2,0,1,0,0,5,1,0.2,0.176,0.188,13,36,32,3,6,1,0,0,7,2,1,0,2,0,2,0,0,9,2,0.235,0.219
ソフトバンク,津森　宥紀,"13,000,000",0,投手,2,23,1998/1/21,176,84,O,右右,和歌山,0,関西,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,川原　弘之,"13,000,000",0,投手,12,29,1991/8/23,187,99,O,左左,福岡,0,九州・沖縄,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,釜元　豪,"12,000,000",0,外野手,10,27,1993/9/3,180,81,B,右左,長崎,0,九州・沖縄,1,1,1,0.192,32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,0,10,1,0.276,0.192,0.22,86,189,173,18,38,2,1,4,54,11,11,1,4,0,12,0,0,56,2,0.27,0.312,0,6,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
ソフトバンク,海野　隆司,"12,000,000",0,捕手,2,23,1997/7/15,174,78,O,右右,岡山,0,中国,1,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ソフトバンク,田中　正義,"12,000,000",0,投手,5,26,1994/7/19,188,93,不明,右右,神奈川,0,関東,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
