,武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親,武将姓名,列伝,父親有無,母親有無,志区分
1208,小早川,繁平,27,23,44,54,47,50,101,195,小早川正平,こばやかわ,しげひら,1541年,1543年,1574年,34,-,家名存続,気勢崩し,堅固,囮挑発,家名,2,-,小早川繁平,安芸の豪族。正平の子。父の死後家督を継ぐが、３歳の時に失明した。軍事指揮を執ることが困難なため、毛利元就の三男・隆景を養子として迎え、剃髪した。,1,0,0
1209,尼子,国久,78,84,58,42,47,162,89,309,尼子経久,あまご,くにひさ,1492年,1507年,1554年,63,-,所領拡大,奮闘,強撃,全軍突撃,勲功,8,-,尼子国久,尼子家臣。経久の次男。新宮党を率いて甥・晴久を支える。宗家を凌ぐ勢力を誇るが、のちに対立。支配体制の強化を目指す晴久によって粛清された。,1,0,0
1210,尼子,誠久,70,81,65,27,35,151,62,278,尼子国久,あまご,さねひさ,1510年,1525年,1554年,45,-,家督継承,死兵,復帰,全軍突撃,勲功,9,-,尼子誠久,尼子家臣。国久の長男。父と共に新宮党を率いる。増長したために、宗家の晴久と対立。支配体制の強化を目指す晴久によって、父と共に粛清された。,1,0,0
1211,庄,為資,57,38,66,55,60,95,115,276,-,しょう,ためすけ,1478年,1493年,1564年,87,-,領地保全,足止め,回避,神出鬼没,実利,7,-,庄為資,備中の豪族。庄家は武蔵七党の一・児玉党の出身。上野頼久を討って松山城を奪い、備中最大の勢力となるが、三村家親に敗れ、家親の子・元祐を養子とした。,0,0,0
1212,吉川,経世,70,56,63,65,65,126,130,319,吉川国経,きっかわ,つねよ,1489年,1504年,1555年,67,-,家名存続,用心,斥候,神出鬼没,勲功,5,-,吉川経世,吉川家臣。国経の次男。甥・興経に近侍する大塩氏が圧政を敷いていたため、森脇祐有とともに大塩氏を討ち、興経を隠居させて毛利元就の子・元春を迎えた。,1,0,0
1213,大内,義隆,72,45,73,86,89,117,175,365,大内義興,おおうち,よしたか,1507年,1522年,1551年,45,-,所領拡大,逆撫で,万全,囮挑発,勲功,10,-,大内義隆,大内家３１代当主。７カ国の守護を務め中国・九州に覇を唱えた。養嗣子・晴持の死後は文事に傾倒して独自の文化を築くが、家臣・陶晴賢の謀叛に遭い自害。,1,0,0
1214,相良,武任,44,40,75,80,77,84,157,316,-,さがら,たけとう,1498年,1513年,1551年,54,-,所領拡大,足止め,回避,神出鬼没,実利,11,-,相良武任,大内家臣。有職故実に通じ、主君・義隆の信頼を受けた。のち陶晴賢と対立し出奔するが、杉興運により抑留される。晴賢の謀叛の際、筑前花尾城で殺された。,0,0,0
1215,杉,興運,47,46,72,69,72,93,141,306,-,すぎ,おきかず,1506年,1521年,1551年,46,-,領地保全,足止め,回避,神出鬼没,家名,8,-,杉興運,大内家臣。筑前守護代を務めた。肥前田手畷合戦では総大将を務め、少弐家臣・龍造寺家兼の軍と戦うが、敗北した。陶晴賢の謀叛の際に主君・義隆に殉じた。,0,0,0
1216,杉,重矩,52,57,47,61,53,109,114,270,-,すぎ,しげのり,1498年,1513年,1551年,54,-,家名存続,突撃,速攻,全軍突撃,家名,9,-,杉重矩,大内家臣。豊前守護代を務めた。はじめ陶晴賢と対立するが、晴賢の謀叛に同調し、主君・義隆を自害させた。のち再び晴賢と対立して敗れ、長門で自害した。,0,0,0
1217,内藤,興盛,73,56,75,71,74,129,145,349,-,ないとう,おきもり,1495年,1502年,1554年,60,-,所領拡大,太鼓持ち,万全,囮挑発,家名,8,-,内藤興盛,大内家臣。宿老として大内義隆を支えるが、義隆に疎まれ、政治から遠ざけられた。陶晴賢の謀叛を黙認し、直後に隠居した。文人として声望があった。,0,0,0
1218,冷泉,隆豊,69,73,66,67,68,142,135,343,-,れいぜい,たかとよ,1513年,1528年,1551年,39,-,家名存続,挟撃巧者,疾走,神出鬼没,才覚,1,-,冷泉隆豊,大内家臣。安芸銀山城主を務めた。陶晴賢が謀叛すると主君・義隆に従って長門に逃亡し、義隆の介錯を行った。義隆の死後は陶軍と戦い、凄絶な死を遂げた。,0,0,0
1219,和田,通興,48,57,45,53,47,105,100,250,-,わだ,みちおき,1505年,1520年,1554年,50,-,領地保全,突撃,速攻,全軍突撃,家名,12,-,和田通興,河野家臣。岩伽羅城主。次第に勢力を拡大して主家に従わなくなったため、平岡房実率いる追討軍に攻められる。居城を落とされて山之内に敗走し、自害した。,0,0,0
1220,忽那,通著,66,72,56,43,46,138,89,283,-,くつな,みちあき,1519年,1534年,1579年,61,-,家名存続,最大戦速,水戦,川舟移動,実利,5,-,忽那通著,河野家臣。水軍の将。大友宗麟が伊予に侵攻すると、来島通康・村上武吉らと共に撃退する。のち織田家と毛利家が争うと、海から毛利家を支援した。,0,0,0
1221,祖母井,之重,51,47,64,59,63,98,122,284,-,うばがい,ゆきしげ,1503年,1518年,1562年,60,-,所領拡大,足止め,回避,神出鬼没,実利,7,-,祖母井之重,伊予宇都宮家臣。城を築いた際、水が出ずに移転を考えるが、現れた老婆から水の出所を教わり、移転を留まる。のち泉と城に「祖母井」の名をつけたという。,0,0,0
1222,曾根,高昌,59,60,57,56,56,119,112,288,-,そね,たかしげ,1497年,1512年,1556年,60,-,所領拡大,突撃,速攻,全軍突撃,勲功,6,-,曾根高昌,伊予の豪族。曾根城主。曹洞宗に帰依し近隣の常久寺を曾根家の菩提寺として厚く保護した。常久寺はのち高昌寺と名を改めた。西園寺家との戦いで戦死した。,0,0,0
1223,宇都宮,豊綱,60,63,43,48,43,123,91,257,宇都宮清綱,うつのみや,とよつな,1519年,1534年,1585年,67,-,家名存続,突撃,速攻,全軍突撃,家名,11,-,宇都宮豊綱,伊予の豪族。地蔵嶽城主。土佐一条家と結んだ。飛鳥城の戦いで西園寺公高を討つなど勢威を振るうが、鳥坂峠合戦で河野・毛利連合軍に敗れ、以後衰退した。,1,0,0
1224,宇都宮,房綱,55,57,35,56,42,112,98,245,宇都宮清綱,うつのみや,ふさつな,1506年,1521年,1573年,68,-,家名存続,突撃,速攻,全軍突撃,勲功,8,-,宇都宮房綱,西園寺家臣。萩森城主。伊予宇都宮家の一族という。近隣の元城主・摂津親宣と領地問題で何度も争った。西園寺十五将の１人に数えられ、萩森殿と呼ばれた。,1,0,0
1225,秦泉寺,泰惟,54,70,71,43,56,124,99,294,-,じんぜんじ,やすこれ,1511年,1526年,1562年,52,-,所領拡大,奮闘,猛攻,全軍突撃,才覚,10,-,秦泉寺泰惟,長宗我部家臣。秦泉寺城主。長浜戸合戦で初陣を迎えた長宗我部元親に、槍の使い方を教示した。のちに農民と争いを起こして元親の怒りを買い、討伐された。,0,0,0
1226,本山,茂辰,46,48,51,46,45,94,91,236,本山茂宗,もとやま,しげとき,1525年,1540年,1564年,40,-,家名存続,臨戦,万全,囮挑発,家名,8,-,本山茂辰,土佐の豪族。茂宗の子。長宗我部国親の娘を娶る。のちに敵対し、長浜戸合戦で長宗我部軍に敗れて平野部の拠点・土佐朝倉城を失い、凋落の一途をたどった。,1,0,0
1227,本山,親茂,58,61,53,45,45,119,90,262,本山茂辰,もとやま,ちかしげ,1545年,1560年,1587年,43,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-,本山親茂,土佐の豪族。茂辰の子。長宗我部元親との戦いで初陣、奮戦するが敗退する。間もなく家督を継ぐが、長宗我部軍の猛攻に遭い降伏し、長宗我部家臣となった。,1,0,0
1228,一条,房通,60,26,62,77,73,86,150,298,一条房家,いちじょう,ふさみち,1509年,1517年,1556年,48,-,家名存続,太鼓持ち,万全,囮挑発,家名,6,-,一条房通,房家の次男。一条兼定の養父。関白に就任した。房基・兼定が、土佐一条家を幼少の身で継いだため、土佐に下向して自ら政務を執った。,1,0,0
1229,戸次,誾千代,77,83,70,57,60,160,117,347,戸次鑑連,べっき,ぎんちよ,1569年,1575年,1602年,34,-,所領拡大,雷神,技巧,本陣斬込,勲功,4,-,戸次誾千代,立花道雪の娘。家督を継ぎ立花城主となり、立花宗茂を夫に迎えた。父譲りの武勇を誇り、関ヶ原合戦で宗茂が留守の間は自ら兵を率いて城を守ったと伝わる。,1,0,0
1230,菊池,義武,34,56,37,45,37,90,82,209,大友義長,きくち,よしたけ,1505年,1520年,1554年,50,-,所領拡大,突撃,速攻,全軍突撃,実利,8,-,菊池義武,大友義長の次男。肥後の名家・菊池家を継ぐ。大内家と結んで兄・義鑑と戦うが敗れた。のちに、大友家の家督を継いだ甥・宗麟の謀略によって討たれた。,1,0,0
1231,少弐,冬尚,47,46,54,60,57,93,117,264,少弐資元,しょうに,ふゆひさ,1529年,1540年,1559年,31,-,領地保全,臨戦,万全,囮挑発,勲功,10,-,少弐冬尚,少弐家１７代当主。資元の子。龍造寺家兼の一族を殺し、東肥前の領主の後援を得て勢力回復をはかるが、再起した家兼の曾孫・隆信の軍勢に敗れ、自害した。,1,0,0
1232,小河,信安,75,57,73,75,75,132,150,355,-,おがわ,のぶやす,1508年,1523年,1557年,50,-,家名存続,急襲,復帰,囮挑発,才覚,2,-,小河信安,龍造寺家臣。居城・春日山城を神代勝利に落とされ、一族の多くを失った。弔い合戦のために出陣した際、鉄布峠で勝利本人と遭遇し、一騎討ちの末討たれた。,0,0,0
1233,納富,信景,72,62,68,70,70,134,140,342,-,のうとみ,のぶかげ,1529年,1544年,1585年,57,-,所領拡大,挟撃巧者,疾走,神出鬼没,勲功,4,-,納富信景,龍造寺家臣。小河信安や福地信重らとともに家老職を務め、国政に参画した。また、江上家攻めや黒土原合戦、今山合戦など各地の合戦に従軍し、功を立てた。,0,0,0
1234,朝長,純利,58,58,63,67,66,116,133,312,-,ともなが,すみとし,1519年,1534年,1573年,55,-,領地保全,死兵,万全,囮挑発,勲功,4,-,朝長純利,大村家臣。筆頭家老を務めた。フロイスの書簡にも名が見える。朝長家は大村家譜代の臣で、弟・純安は横瀬の宗門奉行を務めるなど、主家を助けて活躍した。,0,0,0
1235,西郷,純久,61,52,58,61,61,113,122,293,有馬尚鑑,さいごう,すみひさ,1492年,1507年,1552年,61,-,領地保全,用心,斥候,神出鬼没,家名,5,-,西郷純久,有馬家臣。高城城主。有馬晴純の弟で、西郷家を継ぐ。武雄城主を務める姉婿・後藤純明と戦うなど、兄を助けて各地で活躍した。娘は大村純忠などに嫁いだ。,1,0,0
1236,西郷,純堯,35,52,66,44,53,87,97,250,西郷純久,さいごう,すみたか,1519年,1534年,1578年,60,-,家名存続,叱咤,伏兵,神出鬼没,家名,11,-,西郷純堯,有馬家臣。純久の子。熱心な仏教徒で、切支丹となった従兄弟・大村純忠とたびたび戦った。「詭計、策略、欺瞞の点では第一人者」とフロイスに酷評された。,1,0,0
1237,上村,頼孝,57,50,59,59,59,107,118,284,上村頼興,うえむら,よりよし,1523年,1538年,1567年,45,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,8,-,上村頼孝,相良家臣。肥後上村城主。頼興の次男。父の死後、２人の弟とともに甥・義陽に背くが敗れ、薩摩に逃亡。のちに謀略によって帰国させられ、義陽に殺された。,1,0,0
1238,米良,祐次,72,73,62,28,39,145,67,274,-,めら,すけつぐ,1529年,1544年,1578年,50,-,所領拡大,挟撃巧者,疾走,神出鬼没,勲功,7,-,米良祐次,伊東家臣。日向門川城主。主家の日向退去後、人質を出して島津家に属すが、大友家に通じて日向国内の情報を流した。耳川合戦では大友軍に属し、戦死した。,0,0,0
1239,土持,親成,72,63,64,66,66,135,132,331,土持親佐,つちもち,ちかなり,1519年,1534年,1578年,60,-,領地保全,挟撃巧者,疾走,神出鬼没,家名,11,-,土持親成,県土持家１６代当主。親佐の子。松尾城主。歴代当主の中でもまれにみる文武両道に優れた名将と評されていた。島津家と結ぶが、大友軍の攻撃に敗れ、自害。,1,0,0
1240,蒲生,範清,54,67,41,35,33,121,68,230,-,かもう,のりきよ,1524年,1539年,1574年,51,-,家名存続,死兵,斥候,全軍突撃,家名,7,-,蒲生範清,大隅の豪族。島津家と争い、岩剣城に義久・義弘・歳久３兄弟が攻め寄せると、日本初となる鉄砲同士による合戦を行った。のちに島津家に降伏した。,0,0,0
1241,島津,実久,40,48,55,39,44,88,83,226,-,しまづ,さねひさ,1510年,1525年,1553年,44,-,所領拡大,臨戦,万全,囮挑発,実利,11,-,島津実久,薩州島津家５代当主。宗家当主の地位を望むが拒否されたため、宗家に背く。一時は勢力を拡大するが、島津忠良との戦いに敗れて降伏、薩摩出水に逼塞した。,0,0,0
1242,禰寝,清年,61,64,44,52,46,125,98,267,-,ねじめ,きよとし,1510年,1525年,1559年,50,-,所領拡大,急襲,猛攻,全軍突撃,勲功,8,-,禰寝清年,禰寝家１５代当主。根占領主。肝付兼続らとともに島津勝久と島津忠良の間を仲裁するが、失敗。のちに兼続から大隅高隈城を譲られるが、やがて奪回された。,0,0,0
1243,浪岡,具運,35,32,49,44,43,67,87,203,浪岡具統,なみおか,ともかず,1524年,1539年,1562年,39,-,家名存続,臨戦,万全,囮挑発,家名,8,-,浪岡具運,浪岡北畠家当主。具統の子。寺社の修築などに力を注ぐが、そのために財政を逼迫させて内紛を引き起こし、川原御所を継いでいた叔父・川原具信に殺された。,1,0,0
1244,浪岡,顕範,47,49,56,56,56,96,112,264,浪岡具統,なみおか,あきのり,1529年,1544年,1583年,55,-,家名存続,挟撃巧者,疾走,神出鬼没,家名,8,-,浪岡顕範,浪岡北畠家臣。具統の子。謀叛を起こした叔父・川原具信が兄・具運を殺害した際に、具信を討ったという。この事件以後、浪岡北畠家の勢力は急速に衰えた。,1,0,0
1245,大宝寺,義増,25,48,62,57,60,73,117,252,-,だいほうじ,よします,1522年,1537年,1581年,60,-,所領拡大,叱咤,伏兵,神出鬼没,才覚,10,-,大宝寺義増,出羽の豪族。九郎（政氏の子または弟）の子。庶流の砂越家と合戦を繰り返すが１５３２年に居城・鶴ヶ岡城を焼かれたため、尾浦城に本拠を移した。,0,0,0
1246,大宝寺,義興,34,41,69,71,71,75,142,286,大宝寺義増,だいほうじ,よしおき,1553年,1568年,1587年,35,-,所領拡大,足止め,万全,囮挑発,才覚,10,-,大宝寺義興,出羽の豪族。義増の子。兄・義氏の死後家督を継ぐ。上杉家臣・本庄繁長の次男を養子に迎え、上杉家との関係強化をはかるが、最上義光に攻められ自害した。,1,0,0
